sample_id,true_behavior,lstm_behavior,behavior_confidence,Inactive_probability,Low_Movement_probability,Normal_Movement_probability,Restless_Movement_probability,Sudden_Movement_probability
12507,Low_Movement,Normal_Movement,0.48073426,0.25910324,0.25168622,0.48073426,0.0029992126,0.005477068
12527,Normal_Movement,Normal_Movement,0.938246,0.0075679943,0.052729648,0.938246,0.0004030499,0.0010532892
12547,Normal_Movement,Normal_Movement,0.99213046,0.00063503033,0.0070327558,0.99213046,0.00010409282,9.771252e-05
12552,Normal_Movement,Normal_Movement,0.98863786,0.0006009017,0.010470622,0.98863786,0.00014370827,0.00014683462
12557,Normal_Movement,Normal_Movement,0.99613523,0.00031786895,0.003381595,0.99613523,9.0758505e-05,7.458559e-05
12577,Normal_Movement,Normal_Movement,0.9738226,0.0020896823,0.023450017,0.9738226,0.00021374595,0.0004239874
12587,Normal_Movement,Normal_Movement,0.9722244,0.0020548266,0.024632499,0.9722244,0.0003742535,0.0007139597
12602,Normal_Movement,Normal_Movement,0.5727942,0.33395958,0.086045936,0.5727942,0.0023113221,0.00488899
12642,Normal_Movement,Normal_Movement,0.90170497,0.019618744,0.036276452,0.90170497,0.012141439,0.030258425
12697,Normal_Movement,Normal_Movement,0.9977035,0.00016607574,0.0020441764,0.9977035,4.2949825e-05,4.3418368e-05
12702,Normal_Movement,Normal_Movement,0.9988174,7.243468e-05,0.0010626937,0.9988174,2.417283e-05,2.3290702e-05
12712,Normal_Movement,Normal_Movement,0.9981103,0.00010061264,0.0017154758,0.9981103,3.3722103e-05,3.9939205e-05
12732,Normal_Movement,Normal_Movement,0.96944505,0.0019182166,0.02698099,0.96944505,0.0008393732,0.0008162832
12757,Low_Movement,Inactive,0.7951494,0.7951494,0.18550079,0.018823856,0.0002791153,0.00024682115
12762,Inactive,Inactive,0.8288794,0.8288794,0.15390353,0.016792767,0.0002247359,0.00019950699
12787,Inactive,Inactive,0.8163166,0.8163166,0.16492805,0.018232973,0.00028120796,0.00024128165
12797,Inactive,Inactive,0.83561754,0.83561754,0.14629203,0.017602736,0.0002573014,0.00023042054
12802,Inactive,Inactive,0.8011985,0.8011985,0.17742497,0.020735359,0.0003454916,0.0002957419
12827,Normal_Movement,Normal_Movement,0.792338,0.0709933,0.12535004,0.792338,0.0033474895,0.007971125
12847,Normal_Movement,Normal_Movement,0.8479435,0.04289088,0.062370863,0.8479435,0.017586125,0.029208733
12922,Inactive,Normal_Movement,0.6612504,0.19966188,0.12344609,0.6612504,0.005146494,0.010495104
13007,Inactive,Inactive,0.67080045,0.67080045,0.22819187,0.09984036,0.00045466673,0.0007126377
13047,Inactive,Inactive,0.52546203,0.52546203,0.22261828,0.24964921,0.0010114225,0.0012590683
13057,Inactive,Inactive,0.75440377,0.75440377,0.13943827,0.10539156,0.00027877916,0.00048749117
13097,Normal_Movement,Normal_Movement,0.9864482,0.0012800802,0.0037946464,0.9864482,0.0067001013,0.0017768694
13112,Normal_Movement,Normal_Movement,0.9943346,0.0010895645,0.0039820895,0.9943346,0.00024342746,0.00035042476
13127,Normal_Movement,Normal_Movement,0.98278296,0.0015180055,0.0035833474,0.98278296,0.009982852,0.0021328893
13137,Normal_Movement,Normal_Movement,0.8894957,0.010177526,0.031246161,0.8894957,0.0523616,0.01671894
13152,Normal_Movement,Normal_Movement,0.9956332,0.00020953392,0.0014402617,0.9956332,0.0022502646,0.00046671907
13162,Normal_Movement,Normal_Movement,0.9396923,0.0005602456,0.0038867842,0.9396923,0.050475724,0.005384884
13187,Sudden_Movement,Sudden_Movement,0.80899364,0.0009698336,0.00097538036,0.055392403,0.13366884,0.80899364
13212,Normal_Movement,Normal_Movement,0.9778551,0.0016504388,0.004309646,0.9778551,0.011827749,0.0043570544
13232,Normal_Movement,Normal_Movement,0.81921256,0.006457259,0.01630554,0.81921256,0.1266074,0.03141727
13279,Restless_Movement,Restless_Movement,0.85200536,0.0014296925,0.0019422789,0.051668003,0.85200536,0.092954665
13299,Sudden_Movement,Sudden_Movement,0.8873985,0.0005621195,0.0004797134,0.03712733,0.074432336,0.8873985
13309,Sudden_Movement,Sudden_Movement,0.736711,0.0026137547,0.002185424,0.055757158,0.20273267,0.736711
13319,Normal_Movement,Normal_Movement,0.99655116,0.00039277098,0.0018590728,0.99655116,0.0008416346,0.00035532142
13324,Normal_Movement,Normal_Movement,0.9948014,0.00038634703,0.003986198,0.9948014,0.0006349063,0.00019121426
13344,Normal_Movement,Normal_Movement,0.96475905,0.009587893,0.022672748,0.96475905,0.0014303027,0.0015499276
13389,Normal_Movement,Normal_Movement,0.9989598,3.542509e-05,0.00071047974,0.9989598,0.00014089711,0.00015339901
13404,Normal_Movement,Normal_Movement,0.9996382,2.3259967e-05,0.00023963542,0.9996382,6.602933e-05,3.2819455e-05
13429,Normal_Movement,Normal_Movement,0.99895394,2.587596e-05,0.00081909355,0.99895394,0.0001273731,7.363246e-05
13439,Normal_Movement,Normal_Movement,0.9986506,3.5545687e-05,0.00103762,0.9986506,0.00014813004,0.00012809518
13444,Normal_Movement,Normal_Movement,0.99493104,0.000182706,0.0031916585,0.99493104,0.00087126583,0.0008233331
13464,Normal_Movement,Normal_Movement,0.9962585,0.00010058394,0.0023525055,0.9962585,0.0007616781,0.00052667095
13544,Normal_Movement,Normal_Movement,0.99956805,2.7819648e-05,0.00029698948,0.99956805,7.5672506e-05,3.1573643e-05
13554,Normal_Movement,Normal_Movement,0.99789786,0.00010967113,0.0015701081,0.99789786,0.00027737944,0.00014498847
13559,Normal_Movement,Normal_Movement,0.9976521,0.00011951542,0.001692632,0.9976521,0.00035471853,0.0001809608
13584,Low_Movement,Normal_Movement,0.9863012,0.0011511162,0.010580312,0.9863012,0.0011164233,0.00085093535
13589,Low_Movement,Normal_Movement,0.9835708,0.001355468,0.013023851,0.9835708,0.0012163438,0.00083348196
13624,Inactive,Inactive,0.98490775,0.98490775,0.010039082,0.0050253985,1.5151557e-05,1.2725653e-05
13637,Normal_Movement,Inactive,0.9492815,0.9492815,0.009596637,0.04079999,0.00014793647,0.0001739869
13642,Normal_Movement,Normal_Movement,0.5444747,0.42726943,0.024443273,0.5444747,0.0015522382,0.0022604326
13647,Normal_Movement,Normal_Movement,0.9962708,0.0005857519,0.0020603745,0.9962708,0.0007789105,0.00030420188
13717,Normal_Movement,Normal_Movement,0.9963348,0.00027540393,0.0025276912,0.9963348,0.0006309196,0.00023110531
13732,Normal_Movement,Normal_Movement,0.98510575,0.0015689433,0.009615171,0.98510575,0.002515377,0.001194785
13747,Normal_Movement,Normal_Movement,0.9976682,0.00012603386,0.0018050376,0.9976682,0.0002395003,0.0001611821
13757,Normal_Movement,Normal_Movement,0.996506,0.000227402,0.002587057,0.996506,0.00052374107,0.00015584385
13767,Normal_Movement,Normal_Movement,0.9962268,0.00017950046,0.0026585776,0.9962268,0.0006631035,0.00027199852
13772,Normal_Movement,Normal_Movement,0.60722375,0.15309629,0.21187802,0.60722375,0.013137215,0.014664682
13802,Normal_Movement,Normal_Movement,0.9972013,0.0001429166,0.0020045107,0.9972013,0.00038722,0.0002639931
13807,Normal_Movement,Normal_Movement,0.9979067,9.847636e-05,0.0015185599,0.9979067,0.0002887742,0.00018746025
13852,Normal_Movement,Normal_Movement,0.9724831,0.004580495,0.020940434,0.9724831,0.0010470428,0.0009489459
13892,Normal_Movement,Normal_Movement,0.98845625,0.0013956573,0.008573294,0.98845625,0.0008531322,0.0007217201
13922,Normal_Movement,Normal_Movement,0.99917823,9.5214666e-05,0.0005027699,0.99917823,0.00018512584,3.8626153e-05
13962,Normal_Movement,Normal_Movement,0.99390537,0.00018253627,0.0047925953,0.99390537,0.00059648394,0.0005230058
13982,Normal_Movement,Normal_Movement,0.99719524,0.000180561,0.0021430992,0.99719524,0.00032220295,0.00015883488
13987,Normal_Movement,Normal_Movement,0.99878114,5.2563035e-05,0.00095624593,0.99878114,0.0001311545,7.887811e-05
14042,Normal_Movement,Normal_Movement,0.9993981,2.2445887e-05,0.00043843617,0.9993981,6.62793e-05,7.473262e-05
14047,Normal_Movement,Normal_Movement,0.9992454,2.9957153e-05,0.00054378924,0.9992454,9.430389e-05,8.6561304e-05
14057,Normal_Movement,Normal_Movement,0.9993679,2.5319232e-05,0.00045891173,0.9993679,7.720586e-05,7.068806e-05
14062,Normal_Movement,Normal_Movement,0.99921215,3.4181034e-05,0.0005429384,0.99921215,0.00011076894,9.991872e-05
14167,Sudden_Movement,Sudden_Movement,0.87840724,0.00077785907,0.0007870511,0.048183434,0.07184452,0.87840724
14182,Normal_Movement,Normal_Movement,0.5462019,0.005227956,0.0217474,0.5462019,0.12269369,0.30412903
14187,Low_Movement,Normal_Movement,0.83523,0.02404591,0.059690762,0.83523,0.03166717,0.049366176
14237,Normal_Movement,Normal_Movement,0.999464,5.6794244e-05,0.00036339118,0.999464,8.907866e-05,2.6774895e-05
14307,Normal_Movement,Inactive,0.95840275,0.95840275,0.007245181,0.034142416,9.095651e-05,0.00011873695
14332,Normal_Movement,Normal_Movement,0.9949798,0.0015196159,0.002197531,0.9949798,0.0005353222,0.00076771807
14402,Normal_Movement,Normal_Movement,0.9537909,0.0038681005,0.040456854,0.9537909,0.0009518893,0.0009322051
14407,Normal_Movement,Normal_Movement,0.80936193,0.042216282,0.14333382,0.80936193,0.0018038406,0.0032841752
14417,Low_Movement,Normal_Movement,0.72741264,0.09121223,0.1772893,0.72741264,0.0014367773,0.0026490455
14502,Normal_Movement,Normal_Movement,0.8791213,0.029376233,0.08649478,0.8791213,0.003941554,0.0010661193
14507,Normal_Movement,Low_Movement,0.55020213,0.2114916,0.55020213,0.22424826,0.007861981,0.006196061
14547,Inactive,Inactive,0.9503404,0.9503404,0.03652945,0.013003382,6.046367e-05,6.642275e-05
14557,Inactive,Inactive,0.98308325,0.98308325,0.011788519,0.0050996337,1.5181681e-05,1.3454059e-05
14612,Inactive,Inactive,0.98337525,0.98337525,0.011635893,0.004963762,1.3493822e-05,1.156912e-05
14647,Normal_Movement,Inactive,0.8949748,0.8949748,0.052548204,0.052101333,0.00014524769,0.00023046014
14652,Normal_Movement,Normal_Movement,0.4243179,0.3686226,0.20382826,0.4243179,0.0013920856,0.0018391168
14682,Inactive,Inactive,0.9815321,0.9815321,0.012767786,0.0056697745,1.5795216e-05,1.4585108e-05
14697,Inactive,Inactive,0.98095083,0.98095083,0.013313368,0.00570297,1.7034861e-05,1.5756475e-05
14757,Normal_Movement,Normal_Movement,0.9984383,6.5930835e-05,0.0011311381,0.9984383,0.0002315718,0.00013311702
14767,Normal_Movement,Normal_Movement,0.99597794,0.00019361448,0.003000269,0.99597794,0.00054706004,0.00028119367
14812,Inactive,Inactive,0.96969205,0.96969205,0.011748614,0.01847914,3.4645404e-05,4.5490957e-05
14817,Inactive,Inactive,0.97294116,0.97294116,0.011412474,0.015574519,3.1855252e-05,4.0013863e-05
14827,Inactive,Inactive,0.97968227,0.97968227,0.012700774,0.007576652,2.0282005e-05,1.994963e-05
14847,Normal_Movement,Inactive,0.85558844,0.85558844,0.025138546,0.11905553,0.00010167516,0.00011586524
14857,Normal_Movement,Normal_Movement,0.96159106,0.013301967,0.022270558,0.96159106,0.0014493555,0.0013869967
14877,Normal_Movement,Normal_Movement,0.9992101,3.731817e-05,0.00054747047,0.9992101,0.0001229747,8.2090475e-05
14937,Inactive,Inactive,0.9080165,0.9080165,0.02274356,0.06897767,0.00011016135,0.0001521191
14977,Normal_Movement,Normal_Movement,0.9983038,0.00011935364,0.0009690607,0.9983038,0.00035656214,0.00025124842
14982,Normal_Movement,Normal_Movement,0.998686,9.507732e-05,0.0008015989,0.998686,0.00023085806,0.00018643965
14992,Normal_Movement,Normal_Movement,0.9990515,5.8951962e-05,0.00063724676,0.9990515,0.00013874476,0.00011355044
15052,Normal_Movement,Normal_Movement,0.99891806,2.7135009e-05,0.0007108371,0.99891806,0.00014540588,0.00019868885
15072,Restless_Movement,Normal_Movement,0.99891675,6.7311164e-05,0.0008377516,0.99891675,0.000115413255,6.282694e-05
15082,Sudden_Movement,Normal_Movement,0.9954144,0.00045982562,0.0017992636,0.9954144,0.00090829574,0.0014182368
15102,Normal_Movement,Normal_Movement,0.98611325,0.0027516019,0.006948473,0.98611325,0.0014180401,0.0027685799
15127,Normal_Movement,Normal_Movement,0.98592794,0.0027088488,0.010578547,0.98592794,0.00041078366,0.00037386626
15132,Normal_Movement,Normal_Movement,0.99093,0.001201817,0.006779053,0.99093,0.0005932476,0.000495875
15137,Normal_Movement,Normal_Movement,0.99786514,0.00012229421,0.0014092567,0.99786514,0.00039495956,0.00020841886
15162,Inactive,Inactive,0.9819878,0.9819878,0.011141768,0.0068286816,2.060491e-05,2.1233973e-05
15192,Normal_Movement,Normal_Movement,0.9990879,5.1716448e-05,0.00049831206,0.9990879,0.00025977264,0.00010229657
15202,Normal_Movement,Normal_Movement,0.99894327,7.288733e-05,0.00065321027,0.99894327,0.00022002198,0.00011061131
15222,Normal_Movement,Normal_Movement,0.99794215,0.00012405834,0.0012502581,0.99794215,0.00044966082,0.00023385453
15237,Normal_Movement,Normal_Movement,0.9978302,0.00011298811,0.0014097316,0.9978302,0.00037154712,0.00027547346
